# 2497 distinct multisets of maximal run lengths
# count  multiset
1 7,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 7,7,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,3,3,2,2,2,2,2,2,2
1 8,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,3,3,3,2,2,2,2,2,2
1 8,3,3,3,2,2,2,2,2,2,2
1 8,3,3,3,3,2,2,2,2,2
1 8,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,3,3,3,3,3,2,2,2,2,2,2
1 8,3,3,3,3,3,2,2,2,2,2,2,2
1 8,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 8,4,2,2,2,2,2,2,2,2
1 8,4,2,2,2,2,2,2,2,2,2,2
1 8,4,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,3,2,2,2,2,2,2,2,2
1 8,4,3,3,2,2,2,2,2,2
1 8,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,3,3,3,2,2,2,2,2,2
1 8,4,3,3,3,2,2,2,2,2,2,2
1 8,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,3,3,3,3,2,2,2,2,2,2
1 8,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,3,3,3,3,3,2,2,2,2,2,2,2
1 8,4,3,3,3,3,3,3,2,2,2,2,2,2,2
1 8,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2
1 8,4,4,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,3,2,2,2,2,2,2,2,2,2,2
1 8,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,3,3,2,2,2,2,2,2,2
1 8,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,3,3,3,2,2,2,2,2,2
1 8,4,4,3,3,3,3,2,2,2,2,2,2,2,2
1 8,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,3,3,3,3,3,2,2,2,2,2,2
1 8,4,4,3,3,3,3,3,2,2,2,2,2,2,2
1 8,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,4,3,2,2,2,2,2,2,2,2,2
1 8,4,4,4,3,2,2,2,2,2,2,2,2,2,2
1 8,4,4,4,3,3,2,2,2,2,2,2,2,2
1 8,4,4,4,3,3,2,2,2,2,2,2,2,2,2
1 8,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2
1 8,4,4,4,3,3,3,2,2,2,2,2,2,2
1 8,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
1 8,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,2,2,2,2,2,2,2,2,2,2,2
1 8,5,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,3,3,2,2,2,2,2,2,2,2
1 8,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,3,3,3,3,2,2,2,2,2,2,2,2
1 8,5,3,3,3,3,3,3,2,2,2,2,2
1 8,5,3,3,3,3,3,3,2,2,2,2,2,2
1 8,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,3,2,2,2,2,2,2,2
1 8,5,4,3,2,2,2,2,2,2,2,2,2
1 8,5,4,3,3,2,2,2,2,2,2,2,2
1 8,5,4,3,3,2,2,2,2,2,2,2,2,2
1 8,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,3,3,3,2,2,2,2,2,2,2,2,2
1 8,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2
1 8,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,4,3,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,4,3,3,3,2,2,2,2,2,2,2
1 8,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 8,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,6,3,3,2,2,2,2,2,2,2,2,2,2
1 8,6,3,3,3,2,2,2,2,2,2,2,2,2
1 8,6,4,2,2,2,2,2,2,2
1 8,6,4,3,3,3,2,2,2,2,2
1 8,6,4,3,3,3,2,2,2,2,2,2,2,2
1 8,7,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,7,5,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,7,5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 8,7,5,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,3,2,2,2,2,2,2,2,2,2,2
1 9,3,2,2,2,2,2,2,2,2,2,2,2
1 9,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,3,3,2,2,2,2,2,2,2,2,2,2
1 9,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,3,3,3,3,2,2,2,2,2
1 9,3,3,3,3,2,2,2,2,2,2,2,2
1 9,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 9,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 9,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,3,3,3,3,3,3,2,2,2,2,2,2
1 9,3,3,3,3,3,3,2,2,2,2,2,2,2
1 9,3,3,3,3,3,3,2,2,2,2,2,2,2,2
1 9,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 9,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 9,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 9,3,3,3,3,3,3,3,2,2,2,2,2,2,2
1 9,3,3,3,3,3,3,3,3,2,2,2,2
1 9,4,2,2,2,2,2,2,2,2,2
1 9,4,2,2,2,2,2,2,2,2,2,2,2
1 9,4,3,2,2,2,2,2,2,2
1 9,4,3,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,2,2,2,2,2,2,2
1 9,4,3,3,3,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,3,3,3,3,3,3,2,2,2,2,2
1 9,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 9,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,4,3,3,2,2,2,2,2,2,2,2
1 9,4,4,3,3,2,2,2,2,2,2,2,2,2
1 9,4,4,3,3,2,2,2,2,2,2,2,2,2,2
1 9,4,4,3,3,3,2,2,2,2,2,2,2
1 9,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 9,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,4,3,3,3,3,2,2,2,2,2,2,2,2
1 9,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,4,4,3,3,3,3,3,2,2,2,2,2
1 9,4,4,3,3,3,3,3,2,2,2,2,2,2,2
1 9,4,4,3,3,3,3,3,3,2,2
1 9,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2
1 9,4,4,4,3,2,2,2,2,2,2,2,2
1 9,4,4,4,3,3,2,2,2,2,2,2,2,2,2
1 9,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,3,2,2,2,2,2,2,2,2,2,2,2
1 9,5,3,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,3,3,3,2,2,2,2,2,2,2
1 9,5,3,3,3,2,2,2,2,2,2,2,2
1 9,5,4,3,2,2,2,2,2,2,2,2,2,2
1 9,5,4,3,3,2,2,2,2,2,2,2,2,2
1 9,5,4,3,3,3,2,2,2,2,2,2
1 9,5,4,3,3,3,3,2,2,2,2
1 9,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,3,2,2,2,2,2,2,2,2
1 9,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 9,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,5,5,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,7,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,7,7,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 9,7,7,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,2,2,2,2,2,2,2
1 10,3,3,3,3,2,2,2,2,2,2,2,2
1 10,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,3,2,2,2,2
1 10,3,3,3,3,3,3,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,3,3,2,2,2
1 10,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,2,2,2,2,2,2,2,2
1 10,4,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,2,2,2,2,2,2
1 10,4,3,3,3,2,2,2,2,2,2,2,2
1 10,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,2,2,2,2,2
1 10,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,3,2,2,2,2,2,2,2
1 10,4,3,3,3,3,3,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,3,3,2,2,2,2
1 10,4,3,3,3,3,3,3,2,2,2,2,2,2
1 10,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,2,2,2,2,2,2,2,2,2
1 10,4,4,3,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,2,2,2,2,2,2,2
1 10,4,4,3,3,2,2,2,2,2,2,2,2
1 10,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,2,2,2,2
1 10,4,4,3,3,3,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,3,2,2,2,2
1 10,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 10,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 10,4,4,4,3,2,2,2,2,2,2
1 10,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,5,3,2,2,2,2,2,2,2,2,2,2
1 10,5,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,5,3,3,2,2,2,2,2,2,2,2,2
1 10,5,3,3,3,2,2,2,2,2,2,2
1 10,5,3,3,3,2,2,2,2,2,2,2,2,2
1 10,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 10,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 10,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 10,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
1 10,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2
1 10,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2
1 10,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 10,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 10,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,2,2,2,2,2,2,2,2
1 11,3,2,2,2,2,2,2,2,2,2,2
1 11,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,2,2,2,2,2,2,2,2
1 11,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,2,2,2,2,2,2,2,2
1 11,3,3,3,2,2,2,2,2,2,2,2,2
1 11,3,3,3,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,2,2,2,2,2,2,2
1 11,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,3,2,2,2,2,2,2,2,2
1 11,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 11,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
